title,score,budget,revenue,profit,main_genre,language,is_english,country,cluster
A Troll in Central Park,51.0,23000000.0,71368.0,-22928632.0,Fantasy,English,1,US,0
Blank Check,58.0,13000000.0,62543292.8,49543292.8,Comedy,English,1,AU,0
The American President,66.0,62000000.0,107822813.0,45822813.0,Comedy,English,1,AU,3
Two Mules for Sister Sara,70.0,2500000.0,5050000.0,2550000.0,Adventure,English,1,MX,2
Dangerous Liaisons,59.0,24200000.0,10447579.0,-13752421.0,Drama,French,0,FR,3
Dangerous Liaisons,59.0,14000000.0,34700000.0,20700000.0,Drama,French,0,FR,3
"Sex First, Love Second",50.0,63000000.0,652818078.0,589818078.0,Romance,Korean,0,KR,3
Kaamelott: The First Chapter,67.0,17516235.0,19002036.0,1485801.0,Adventure,French,0,FR,0
Tekkonkinkreet,74.0,4200000.0,73119058.2,68919058.2,Animation,Japanese,0,JP,1
Goodbye Christopher Robin,71.0,33400939.2,7299662.0,-26101277.2,Family,English,1,AU,3
Love Story,68.0,2200000.0,136400000.0,134200000.0,Romance,English,1,AU,3
Mr. Six,68.0,250000.0,204500032.6,204250032.6,Crime,Chinese,0,AU,1
Pathfinder,56.0,45000000.0,30822861.0,-14177139.0,Adventure,English,1,AU,1
Zero Fucks Given,64.0,115500000.0,365470598.0,249970598.0,Comedy,French,0,FR,3
Asphalt Burning,54.0,8129089.0,21236029.8,13106940.8,Action,Other,0,Other,3
Fright Night Part 2,64.0,39452225.8,2983784.0,-36468441.8,Horror,English,1,US,1
The Light Between Oceans,71.0,20000000.0,22281732.0,2281732.0,Drama,English,1,AU,3
Ted K,62.0,108000000.0,231592198.6,123592198.6,Drama,English,1,US,3
Sweet Whip,59.0,83000000.0,573531148.0,490531148.0,Thriller,Japanese,0,JP,1
Triumph of the Will,71.0,90100000.0,414551647.4,324451647.4,Documentary,German,0,DE,3
The Devil's Rejects,68.0,7000000.0,20901859.0,13901859.0,Drama,English,1,AU,1
Skin,66.0,47220616.4,319773152.6,272552536.20000005,Drama,English,1,US,3
The Personal History of David Copperfield,65.0,15600000.0,13207442.0,-2392558.0,Comedy,English,1,AU,3
Island of Fire,61.0,175000000.0,580671589.2,405671589.20000005,Crime,Cantonese,0,HK,1
10x10,53.0,5860000.0,68260.0,-5791740.0,Thriller,English,1,US,1
The Misfits,69.0,4000000.0,8200000.0,4200000.0,Western,English,1,AU,3
Baby on Board,49.0,8000000.0,2862233.6,-5137766.4,Comedy,English,1,US,3
Chaplin,75.0,31000000.0,9493259.0,-21506741.0,Drama,English,1,AU,3
The Dark Crystal,71.0,15000000.0,40577001.0,25577001.0,Adventure,English,1,AU,0
Hope Springs,63.0,30000000.0,133085295.0,103085295.0,Drama,English,1,AU,3
Now and Then,69.0,12000000.0,27400000.0,15400000.0,Comedy,English,1,AU,3
My Big Fat Greek Wedding,65.0,5000000.0,374890034.0,369890034.0,Comedy,English,1,AU,3
Delivery Man,63.0,22000000.0,55616322.0,33616322.0,Comedy,English,1,AU,3
Hunter Hunter,64.0,126000000.0,251777647.4,125777647.4,Horror,English,1,AU,1
Precious Cargo,52.0,10500000.0,100659.0,-10399341.0,Action,English,1,US,1
Spencer,69.0,18000000.0,14000000.0,-4000000.0,Drama,English,1,AU,3
Fate/stay night: Unlimited Blade Works,71.0,119940523.8,257908954.2,137968430.39999998,Action,Japanese,0,AU,0
Thank You for Smoking,72.0,6500000.0,24793509.0,18293509.0,Comedy,English,1,AU,3
Restraint,60.0,134200000.0,264583010.6,130383010.6,Drama,English,1,AU,1
U Turn,66.0,19000000.0,6682098.0,-12317902.0,Crime,English,1,US,1
Jesus,60.0,73800000.0,346352260.6,272552260.6,Drama,"Spanish, Castilian",0,ES,3
Seance,58.0,70740000.0,431298841.2,360558841.2,Horror,English,1,AU,1
The Birdcage,70.0,31000000.0,185260553.0,154260553.0,Comedy,English,1,AU,3
The Red Ghost,65.0,82400000.0,336480694.6,254080694.60000002,War,Russian,0,Other,2
Countdown to Death: Pablo Escobar,69.0,111600000.0,767228967.6,655628967.6,Documentary,"Spanish, Castilian",0,Other,3
Kuch Kuch Hota Hai,76.0,153000.0,15306000.0,15153000.0,Romance,Other,0,Other,3
The Candy Witch,59.0,81200000.0,642941655.2,561741655.2,Horror,English,1,GB,1
The Sisters S-Scandal,18.0,9541040.0,160966606.8,151425566.8,Drama,Korean,0,KR,3
Get Over It,56.0,10000000.0,19860259.0,9860259.0,Comedy,English,1,US,3
"Men, Women & Children",65.0,37595000.0,461162.0,-37133838.0,Drama,English,1,AU,3
13 Ghosts,58.0,70740000.0,431298841.2,360558841.2,Horror,English,1,US,1
Shinjuku Incident,66.0,15000000.0,5461200.0,-9538800.0,Drama,Cantonese,0,HK,1
The Book Thief,75.0,19000000.0,76086711.0,57086711.0,Drama,English,1,AU,3
Geek Charming,66.0,115800000.0,516948295.2,401148295.2,Comedy,English,1,US,0
Behind the Curve,63.0,90000000.0,433079565.6,343079565.6,Documentary,English,1,AU,3
Operation Y and Other Shurik's Adventures,79.0,67800000.0,791480522.4,723680522.4,Comedy,Russian,0,Other,3
The Last Mimzy,63.0,7855689.0,27308918.0,19453229.0,Drama,English,1,US,3
Never Look Away,78.0,29073270.6,4831836.0,-24241434.6,Drama,German,0,AU,3
Monk Comes Down the Mountain,51.0,102400000.0,432729205.6,330329205.6,Action,Chinese,0,CN,3
The Scarlet Letter,61.0,50000000.0,10359006.0,-39640994.0,Drama,English,1,US,3
Mother,77.0,5000000.0,17112713.0,12112713.0,Crime,Korean,0,KR,1
Juice,73.0,5000000.0,20146880.0,15146880.0,Crime,English,1,US,1
Femme Fatale,62.0,35000000.0,16830252.0,-18169748.0,Thriller,English,1,AU,1
The Mexican,59.0,40000000.0,145238250.0,105238250.0,Action,English,1,AU,3
Pet Girl: Secret Helper,40.0,101800000.0,567601271.2,465801271.20000005,Drama,Korean,0,KR,3
Sleeping Beauties,45.0,139500000.0,875460451.2,735960451.2,Fantasy,English,1,US,0
Christmas with the Kranks,62.0,50000000.0,96469187.0,46469187.0,Comedy,English,1,AU,0
Cruel Intentions 3,46.0,89200000.0,450005002.8,360805002.8,Drama,English,1,US,3
Body of Evidence,49.0,30000000.0,38000000.0,8000000.0,Drama,English,1,AU,3
American Psycho II: All American Girl,46.0,10000000.0,7515217.4,-2484782.5999999996,Horror,English,1,US,1
Ardor,48.0,74200000.0,937727043.8,863527043.8,Drama,Korean,0,KR,3
Breathless,76.0,7000000.0,19910002.0,12910002.0,Drama,French,0,FR,3
Hijra in Between,72.0,118200000.0,1160524937.0,1042324937.0,Romance,Chinese,0,Other,3
Descarrilados,56.0,88200000.0,557019596.4,468819596.4,Comedy,"Spanish, Castilian",0,ES,3
Woman in Gold,73.0,11000000.0,58586407.0,47586407.0,Drama,English,1,AU,3
Fantasia 2000,70.0,80000000.0,60655420.0,-19344580.0,Animation,English,1,AU,0
Steel Magnolias,72.0,15000000.0,95904091.0,80904091.0,Comedy,English,1,AU,3
The Photographer of Mauthausen,70.0,103171600.0,648212671.0,545041071.0,Drama,"Spanish, Castilian",0,ES,3
The Monster,55.0,2700000.0,3840741.0,1140741.0,Horror,English,1,US,1
Real Genius,67.0,8000000.0,12952019.0,4952019.0,Comedy,English,1,AU,3
Looney Tunes: Rabbits Run,61.0,120540000.0,447168573.6,326628573.6,Comedy,English,1,US,0
3 Ninjas Knuckle Up,51.0,4140000.0,413479.0,-3726521.0,Family,English,1,US,0
Kramer vs. Kramer,76.0,8000000.0,106260000.0,98260000.0,Drama,English,1,AU,3
Let the Bullets Fly,76.0,24309793.2,104731450.0,80421656.8,Action,Chinese,0,CN,3
A Hollywood Christmas,60.0,51400000.0,229180648.2,177780648.2,Comedy,English,1,US,3
Snow Falls,50.0,102800000.0,545695337.6,442895337.6,Horror,English,1,US,1
New York Minute,62.0,40000000.0,21156715.0,-18843285.0,Comedy,English,1,US,3
The Twins Effect II,50.0,150000000.0,409534228.6,259534228.60000002,Action,Cantonese,0,HK,0
The French Connection,75.0,2200000.0,41159421.0,38959421.0,Action,English,1,AU,1
Mickey's Christmas Carol,77.0,3000000.0,21000000.0,18000000.0,Family,English,1,AU,0
An American Tail,67.0,9000000.0,84542002.0,75542002.0,Drama,English,1,AU,0
Lucid Dream,62.0,5000000.0,150216296.0,145216296.0,Science Fiction,Korean,0,KR,1
Wolf Creek,62.0,1100000.0,29005064.0,27905064.0,Horror,English,1,AU,1
Slam Dunk: The Movie,54.0,115600000.0,532253396.2,416653396.2,Drama,Japanese,0,JP,3
Father of the Bride Part II,62.0,9540689.0,76594107.0,67053418.0,Comedy,English,1,US,0
The Human Stain,60.0,30000000.0,24900000.0,-5100000.0,Drama,English,1,US,3
Of Love and Shadows,51.0,92000000.0,440080922.2,348080922.2,Drama,English,1,US,3
The Squad,60.0,124000000.0,864709288.8,740709288.8,Drama,"Spanish, Castilian",0,Other,1
Trauma Center,56.0,20400000.0,92968.0,-20307032.0,Action,English,1,US,1
Love The Way You Are,54.0,116000000.0,246937806.8,130937806.80000001,Romance,Chinese,0,CN,3
Cyborg X,58.0,1000000.0,51647856.4,50647856.4,Action,English,1,US,1
Rigodon,60.0,22361.0,31307.0,8946.0,Thriller,Other,0,Other,1
Donkey X,55.0,18000000.0,7365250.0,-10634750.0,Family,"Spanish, Castilian",0,ES,0
Nothing to Lose,65.0,25000000.0,44480039.0,19480039.0,Comedy,English,1,AU,3
Cry-Baby,66.0,11000000.0,8266343.0,-2733657.0,Comedy,English,1,AU,3
Die in a Gunfight,56.0,79000000.0,455162258.6,376162258.6,Action,English,1,AU,3
Taming The Younger Sister-in-Law,55.0,127800000.0,578598408.0,450798408.0,Drama,Korean,0,KR,3
Creepshow 2,63.0,3500000.0,14000000.0,10500000.0,Horror,English,1,AU,1
The Age of Shadows,72.0,9620000.0,53165427.0,43545427.0,Action,Korean,0,KR,1
The Big Country,77.0,26473270.6,3500000.0,-22973270.6,Drama,English,1,US,3
The Making of 'Scarface',78.0,101700000.0,716719914.2,615019914.2,Documentary,English,1,US,3
Philomena,74.0,12000000.0,98963392.0,86963392.0,Drama,English,1,AU,3
Camera Buff,75.0,70800000.0,468151738.8,397351738.8,Drama,Other,0,Other,3
Fun and Fancy Free,64.0,67560000.0,757864201.4,690304201.4,Animation,English,1,AU,0
Becoming Jane,73.0,16500000.0,39380831.0,22880831.0,Romance,English,1,GB,3
Blood and Chocolate,55.0,15000000.0,6551310.0,-8448690.0,Drama,English,1,US,3
Saint Omer,65.0,95600000.0,305560367.8,209960367.8,Drama,French,0,FR,3
Destruction: Los Angeles,55.0,85200000.0,672793434.8,587593434.8,Action,English,1,FR,0
The Land Before Time VII: The Stone of Cold Fire,61.0,108800000.0,405071923.2,296271923.2,Adventure,English,1,US,0
Dreams,77.0,107000000.0,620494472.2,513494472.20000005,Fantasy,Japanese,0,US,3
Omen III: The Final Conflict,58.0,4490000.0,20471382.0,15981382.0,Horror,English,1,US,1
The Right Stuff,74.0,27000000.0,21500213.0,-5499787.0,Drama,English,1,AU,3
Resident Evil: Extinction,63.0,45000000.0,149871103.0,104871103.0,Horror,English,1,AU,1
The Convent,56.0,75200000.0,464836745.2,389636745.2,Other,English,1,US,3
Are We Done Yet?,58.0,5950000.0,58400000.0,52450000.0,Family,English,1,US,0
Blackfish,79.0,29551333.2,2063312.0,-27488021.2,Documentary,English,1,AU,3
Closed Circuit,59.0,13601468.0,5750401.0,-7851067.0,Mystery,English,1,US,1
xxxHOLiC The Movie: A Midsummer Night's Dream,64.0,77000000.0,466288976.0,389288976.0,Animation,Japanese,0,JP,0
The Rig,36.0,3000000.0,2809996.0,-190004.0,Action,English,1,US,1
The Taking of Tiger Mountain,65.0,41021120.0,141654055.0,100632935.0,Thriller,Chinese,0,CN,2
King Kong vs. Godzilla,67.0,70100000.0,12550000.0,-57550000.0,Action,Japanese,0,JP,0
Elvis,67.0,85000000.0,279854594.0,194854594.0,Drama,English,1,US,3
Point Blank,61.0,3000000.0,0.0,-3000000.0,Action,English,1,US,1
Waking Life,75.0,3184561.8,3176880.0,-7681.799999999814,Animation,English,1,US,0
Kim Possible: A Sitch In Time,67.0,85000000.0,481348079.4,396348079.4,Other,English,1,US,0
Head in the Clouds,59.0,122800000.0,679624891.4,556824891.4,Drama,English,1,AU,2
Another Gay Movie,60.0,500000.0,745327.0,245327.0,Comedy,English,1,US,3
Darkman,64.0,16000000.0,48878502.0,32878502.0,Action,English,1,AU,1
Nezha,60.0,75600000.0,439951557.8,364351557.8,Action,Chinese,0,Other,3
Yi Yi,79.0,124000000.0,517060315.4,393060315.4,Drama,Chinese,0,Other,3
The Accused,70.0,71200000.0,530413654.6,459213654.6,Drama,English,1,AU,3
I'm Not There,66.0,20000000.0,4001121.0,-15998879.0,Drama,English,1,US,3
Return to Jurassic Park,66.0,93200000.0,428617262.2,335417262.2,Documentary,English,1,US,1
One Crazy Summer: A Look Back at Gravity Falls,60.0,81000000.0,345336673.4,264336673.39999998,Documentary,English,1,US,3
Sphere,61.0,73000000.0,50168294.0,-22831706.0,Science Fiction,English,1,AU,1
Green Snake,83.0,7911023.8,87212911.0,79301887.2,Animation,Chinese,0,CN,0
Bunks,60.0,142600000.0,251539512.8,108939512.80000001,Other,English,1,CA,3
Cadillac Records,72.0,12000000.0,8942516.0,-3057484.0,Drama,English,1,AU,3
Vertigo,20.0,200.0,1240261.6,1240061.6,Drama,Other,0,Other,1
Stripes,65.0,10000000.0,85300000.0,75300000.0,Action,English,1,AU,3
Pope Joan,69.0,56000004.0,28748076.0,-27251928.0,Drama,English,1,US,3
Running Scared,70.0,17000000.0,9729088.0,-7270912.0,Action,English,1,AU,1
Detective Conan: The Private Eyes' Requiem,71.0,133000000.0,276232142.6,143232142.60000002,Animation,Japanese,0,JP,0
Scooby-Doo and the Alien Invaders,71.0,122400000.0,540223099.2,417823099.20000005,Animation,English,1,US,0
Mortadelo and Filemon: Mission Implausible,66.0,10000000.0,295961253.6,285961253.6,Comedy,"Spanish, Castilian",0,ES,0
Total Eclipse,65.0,37595000.0,339889.0,-37255111.0,Drama,English,1,FR,3
House of Pleasures,65.0,95600000.0,305560367.8,209960367.8,Drama,French,0,FR,3
Extraordinary Mission,65.0,250000.0,197804602.6,197554602.6,Action,Chinese,0,CN,1
It's a SpongeBob Christmas!,69.0,124000000.0,444922432.8,320922432.8,Family,English,1,US,0
Tom and Jerry: The Magic Ring,64.0,135800000.0,514285091.2,378485091.2,Family,English,1,US,0
Set It Up,69.0,143600000.0,309828687.0,166228687.0,Romance,English,1,AU,3
Palo Alto,61.0,1000000.0,1156309.0,156309.0,Drama,English,1,US,3
Stephanie,63.0,195200000.0,1016114292.6,820914292.6,Horror,English,1,US,1
100 Feet,55.0,10000000.0,1415804.0,-8584196.0,Horror,English,1,AU,1
I Give It a Year,55.0,8659000.0,29128433.0,20469433.0,Comedy,English,1,AU,3
Greedy,62.0,12040000.0,13145977.0,1105977.0,Comedy,English,1,AU,3
Sitsit,80.0,159000000.0,779821952.6,620821952.6,Horror,Other,0,Other,3
Blame It on Rio,57.0,9000000.0,18644570.0,9644570.0,Comedy,English,1,US,3
Tales from the Crypt,69.0,101400000.0,531683245.8,430283245.8,Horror,English,1,US,1
Goodbye Summer,58.0,99400000.0,588699039.2,489299039.20000005,Romance,Korean,0,KR,3
"Hail, Caesar!",59.0,22000000.0,64220196.0,42220196.0,Comedy,English,1,AU,3
Marquis de Sade: Justine,53.0,116800000.0,556369018.6,439569018.6,Drama,Italian,0,IT,3
About Last Night...,62.0,8500000.0,38702310.0,30202310.0,Comedy,English,1,AU,3
The Silence of the Lambs,83.0,20000000.0,275726716.0,255726716.0,Crime,English,1,AU,1
The Jungle Book,60.0,175000000.0,953535821.0,778535821.0,Family,English,1,US,0
The Jungle Book,60.0,27000000.0,44342956.0,17342956.0,Family,English,1,US,0
Horsemen,59.0,20000000.0,1017401.0,-18982599.0,Crime,English,1,US,1
The Ron Clark Story,74.0,141000000.0,559027461.6,418027461.6,Other,English,1,US,3
Serial Rapist,56.0,64000000.0,435606117.8,371606117.8,Crime,Japanese,0,JP,3
Bangkok Dangerous,52.0,45000000.0,46598133.0,1598133.0,Action,English,1,AU,1
Once Upon a Time in China III,65.0,37990000.0,27540561.0,-10449439.0,Action,Cantonese,0,HK,3
Mystery Men,58.0,68000000.0,33462011.0,-34537989.0,Adventure,English,1,AU,0
Boss of Bosses,57.0,156600000.0,568184516.6,411584516.6,Drama,English,1,US,3
An Autumn Romance,72.0,96200000.0,585750349.2,489550349.20000005,Romance,English,1,AU,3
Talk to Her,76.0,5389600.0,64803131.0,59413531.0,Drama,"Spanish, Castilian",0,ES,3
Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,69.0,500000.0,257720413.2,257220413.2,Science Fiction,English,1,US,1
Hysteria,67.0,14568000.0,9504139.0,-5063861.0,Comedy,English,1,GB,3
Fair Game,65.0,50000000.0,26097497.0,-23902503.0,Drama,English,1,AU,1
StreetDance 3D,65.0,5773100.0,18144030.0,12370930.0,Music,English,1,US,3
Edge of Darkness,63.0,60000000.0,82812456.0,22812456.0,Crime,English,1,GB,1
Queen Margot,73.0,4314523.8,1318578.0,-2995945.8,Drama,French,0,FR,3
The Janes,56.0,80300000.0,321306715.6,241006715.60000002,Documentary,English,1,US,3
9to5: Days in Porn,58.0,68500000.0,280052393.0,211552393.0,Documentary,English,1,US,3
The Mimic,64.0,79000000.0,332257703.2,253257703.2,Horror,Korean,0,KR,1
Ring 2,57.0,6000000.0,31365000.0,25365000.0,Horror,Japanese,0,JP,1
Sierra Burgess Is a Loser,63.0,100760000.0,558095583.4,457335583.4,Comedy,English,1,AU,3
Shivers,64.0,179000.0,1000000.0,821000.0,Horror,English,1,CA,1
Jakob the Liar,66.0,15000000.0,4956401.0,-10043599.0,Comedy,English,1,US,3
Go! The Unforgettable Party,76.0,71800000.0,761546913.2,689746913.2,Music,"Spanish, Castilian",0,US,0
Ratchet & Clank,58.0,20000000.0,8821329.0,-11178671.0,Action,English,1,AU,0
Persuasion,74.0,145000000.0,658691465.4,513691465.4,Romance,English,1,AU,3
Sissi,74.0,90000000.0,480423590.2,390423590.2,Comedy,German,0,DE,3
Glorious,59.0,123000000.0,577803138.8,454803138.79999995,Horror,English,1,US,0
200 Pounds Beauty,68.0,4000000.0,257720413.2,253720413.2,Drama,Korean,0,KR,3
American Ultra,61.0,28000000.0,30295028.0,2295028.0,Comedy,English,1,AU,3
Outland,64.0,16000000.0,17374595.0,1374595.0,Science Fiction,English,1,GB,1
The Star Wars Holiday Special,34.0,54600000.0,329856760.8,275256760.8,Adventure,English,1,US,0
Twilight,69.0,37000000.0,402278564.0,365278564.0,Animation,Japanese,0,JP,3
Twilight,69.0,20000000.0,15055091.0,-4944909.0,Animation,Japanese,0,JP,3
Keanu,61.0,15000000.0,20688141.0,5688141.0,Action,English,1,AU,1
Ultraviolet,52.0,30000000.0,30962112.0,962112.0,Science Fiction,English,1,US,1
Kiss Kiss Bang Bang,72.0,15000000.0,15785148.0,785148.0,Comedy,English,1,AU,1
The Half of It,71.0,114140000.0,462887599.4,348747599.4,Comedy,English,1,AU,3
Open Your Eyes,75.0,2900000.0,370720.0,-2529280.0,Drama,"Spanish, Castilian",0,ES,1
As Tears Go By,70.0,109200000.0,929478660.8,820278660.8,Drama,Cantonese,0,HK,3
My Sole Desire,70.0,62200000.0,606036971.0,543836971.0,Drama,French,0,FR,3
Flypaper,64.0,5000000.0,3142154.0,-1857846.0,Mystery,English,1,US,1
Class of 1984,64.0,3250000.0,6965361.0,3715361.0,Action,English,1,AU,1
The Marine 6: Close Quarters,69.0,54600000.0,225671705.0,171071705.0,Action,English,1,US,1
K: Seven Stories Movie 1 - R:B - Blaze,67.0,120040000.0,549268906.0,429228906.0,Animation,Japanese,0,JP,0
The Immortal,67.0,72000000.0,318039059.2,246039059.2,Crime,Italian,0,IT,1
Cocoon: The Return,66.0,17500000.0,25024919.0,7524919.0,Comedy,English,1,US,3
Cabaret,74.0,6000000.0,140243886.4,134243886.4,Music,English,1,US,3
Dogtanian and the Three Muskehounds,68.0,97400000.0,706693307.8,609293307.8,Animation,"Spanish, Castilian",0,AU,0
The Trust,51.0,9000000.0,34144483.6,25144483.6,Crime,English,1,US,1
Thunderbirds,49.0,55000000.0,28231444.0,-26768556.0,Action,English,1,AU,0
Death Ship,54.0,112200000.0,973467314.0,861267314.0,Adventure,English,1,AU,1
The Lawnmower Man,55.0,10000000.0,32100816.0,22100816.0,Science Fiction,English,1,AU,1
Hatchet II,55.0,2500000.0,156190.0,-2343810.0,Horror,English,1,US,1
Grounded: Making The Last of Us,74.0,79500000.0,708023892.4,628523892.4,Documentary,English,1,US,3
Wicked Minds,63.0,174000000.0,333960611.0,159960611.0,Mystery,English,1,US,1
Heavenly Creatures,70.0,5000000.0,5438120.0,438120.0,Drama,English,1,AU,3
You Again,63.0,20000000.0,32838945.0,12838945.0,Comedy,English,1,AU,3
Timecop,60.0,28000000.0,102053581.0,74053581.0,Thriller,English,1,AU,1
Murder Party,50.0,118400000.0,417538398.2,299138398.2,Comedy,French,0,AU,3
Young Adult Matters,59.0,88000000.0,503089616.8,415089616.8,Drama,Korean,0,KR,3
Reasonable Doubt,58.0,8000000.0,49732359.4,41732359.4,Crime,English,1,US,1
Senseless,61.0,20846151.6,13035599.0,-7810552.6000000015,Comedy,English,1,US,3
Undercover Brother,58.0,25000000.0,40796145.0,15796145.0,Action,English,1,AU,3
The Love Bug,65.0,39800000.0,51264022.0,11464022.0,Comedy,English,1,AU,0
Eraser: Reborn,66.0,101000000.0,321357348.6,220357348.60000002,Action,English,1,US,1
3000 Miles to Graceland,58.0,62000000.0,18708848.0,-43291152.0,Action,English,1,AU,1
Taylor Swift: Reputation Stadium Tour,83.0,123000000.0,597125772.0,474125772.0,Music,English,1,US,3
My Dinner with Andre,75.0,475000.0,15063.0,-459937.0,Comedy,English,1,US,3
The Beast of War,71.0,49140000.0,275935082.8,226795082.8,War,English,1,US,2
Joyeux Noel,74.0,22000000.0,17709155.0,-4290845.0,Drama,French,0,AU,2
Kundun,69.0,28000000.0,5686694.0,-22313306.0,Drama,English,1,AU,3
The Painted Veil,72.0,19400000.0,15118795.0,-4281205.0,Romance,English,1,US,3
Between Two Ferns: The Movie,60.0,114200000.0,241031716.6,126831716.6,Comedy,English,1,US,3
Madame,60.0,156000000.0,380494409.6,224494409.60000002,Drama,English,1,AU,3
Ice Princess,64.0,25000000.0,25732334.0,732334.0,Family,English,1,AU,3
Half Past Dead,53.0,25000000.0,19233280.0,-5766720.0,Crime,English,1,AU,1
Delicatessen,73.0,4000000.0,1794187.0,-2205813.0,Comedy,French,0,FR,3
Poison Ivy: The New Seduction,48.0,119000000.0,937727043.8,818727043.8,Thriller,English,1,US,3
Homunculus,60.0,134200000.0,264583010.6,130383010.6,Drama,Japanese,0,AU,3
Tony Hawk: Until the Wheels Fall Off,74.0,79500000.0,708023892.4,628523892.4,Documentary,English,1,US,3
Ruthless People,66.0,11000000.0,71600000.0,60600000.0,Comedy,English,1,AU,3
Gintama 2: Rules Are Made To Be Broken,73.0,89800000.0,412837601.8,323037601.8,Comedy,Japanese,0,AU,0
St. Trinian's,59.0,22620000.0,29066681.0,6446681.0,Comedy,English,1,AU,0
Sweet November,69.0,40000000.0,65754228.0,25754228.0,Drama,English,1,AU,3
The Experiment,74.0,830001.4,13782896.0,12952894.6,Drama,German,0,DE,1
Road to Emmaus,66.0,250000.0,244880940.0,244630940.0,Drama,English,1,US,3
Body Cam,63.0,146000000.0,285047855.0,139047855.0,Horror,English,1,US,1
Female Convict 101: Suck,50.0,163600000.0,812667214.2,649067214.2,Other,Japanese,0,JP,3
Safe Haven,72.0,28000000.0,94050951.0,66050951.0,Romance,English,1,AU,3
Ana and Bruno,77.0,90000000.0,750577016.4,660577016.4,Animation,"Spanish, Castilian",0,MX,0
Reno 911!: Miami,58.0,10000000.0,21851362.0,11851362.0,Action,English,1,US,1
Deck the Halls,55.0,51000000.0,46815807.0,-4184193.0,Comedy,English,1,AU,0
The Invisible Guardian,65.0,5000000.0,227481688.6,222481688.6,Thriller,"Spanish, Castilian",0,ES,1
Jackie,64.0,9000000.0,36588512.0,27588512.0,Drama,English,1,AU,3
The Call of the Wild: Dog of the Yukon,74.0,149000000.0,211405561.2,62405561.19999999,Adventure,English,1,US,0
Paradise Hills,60.0,6000000.0,33100520.4,27100520.4,Fantasy,English,1,AU,1
2046,72.0,12000000.0,19278598.0,7278598.0,Drama,Chinese,0,AU,3
Anomalisa,71.0,8000000.0,5706168.0,-2293832.0,Animation,English,1,US,3
The Rocker,60.0,15000000.0,8767338.0,-6232662.0,Comedy,English,1,US,3
Early Man,62.0,50000000.0,45285890.0,-4714110.0,Family,English,1,AU,0
Rising Sun,61.0,40000000.0,107198790.0,67198790.0,Action,English,1,AU,1
The Flowers of Evil,68.0,51571600.0,601885747.6,550314147.6,Drama,Japanese,0,JP,3
The Picture of Dorian Gray,70.0,139000000.0,620873838.2,481873838.20000005,Drama,English,1,US,1
Antitrust,60.0,30000000.0,17865209.0,-12134791.0,Action,English,1,AU,1
Elizabethtown,62.0,54000000.0,50719373.0,-3280627.0,Comedy,English,1,US,3
The Green Inferno,47.0,1000000.0,12931420.0,11931420.0,Adventure,Italian,0,IT,3
The Getaway,71.0,3352254.0,36734619.0,33382365.0,Action,English,1,US,1
Lost Girls,61.0,177000000.0,496777059.0,319777059.0,Drama,English,1,US,1
Keep Watching,51.0,119800000.0,442417438.2,322617438.2,Thriller,English,1,US,1
Disconnect,71.0,10000000.0,3428048.0,-6571952.0,Drama,English,1,AU,1
Collision Earth,62.0,105400000.0,566928126.8,461528126.79999995,Action,English,1,US,0
Rec,25.0,9541040.0,38139010.0,28597970.0,Horror,English,1,GB,1
The Best of Enemies,74.0,10000000.0,10268749.0,268749.0,Drama,English,1,US,3
Sniper: Legacy,59.0,106200000.0,461470455.2,355270455.2,Thriller,English,1,US,1
Balloon,75.0,5501523.8,11859396.0,6357872.2,Drama,German,0,AU,3
Phineas and Ferb: Mission Marvel,65.0,135000000.0,566629667.4,431629667.4,Animation,English,1,US,0
Time to Hunt,72.0,9070000.0,117712286.0,108642286.0,Drama,Korean,0,KR,1
The People Under the Stairs,66.0,6000000.0,31347154.0,25347154.0,Horror,English,1,AU,1
This Is Spinal Tap,75.0,2500000.0,4736202.0,2236202.0,Music,English,1,AU,3
Dance of the Forty One,79.0,87800000.0,714110670.8,626310670.8,Drama,"Spanish, Castilian",0,Other,3
Scrooge,74.0,71200000.0,545002796.8,473802796.79999995,Fantasy,English,1,AU,3
One Missed Call,61.0,20000000.0,44513466.0,24513466.0,Horror,Japanese,0,JP,1
Bula,68.0,110171600.0,385808420.4,275636820.4,Thriller,Other,0,Other,1
The Final Cut,60.0,7778800.0,548039.0,-7230761.0,Drama,English,1,US,1
BloodRayne,42.0,25000000.0,3711633.0,-21288367.0,Action,English,1,US,1
Super Troopers 2,59.0,13500000.0,31966740.0,18466740.0,Comedy,English,1,AU,1
The Red Violin,74.0,18000000.0,9495408.0,-8504592.0,Drama,French,0,GB,3
Tyson,68.0,111440000.0,434220852.6,322780852.6,Documentary,English,1,US,3
First Kill,57.0,10000000.0,4606335.6,-5393664.4,Action,English,1,US,1
King of Comedy,72.0,24440400.0,2984.0,-24437416.0,Comedy,Cantonese,0,HK,3
A Conspiracy of Faith,70.0,5210000.0,5900000.0,690000.0,Crime,Other,0,Other,1
Animal Kingdom,68.0,4200000.0,8078683.0,3878683.0,Crime,English,1,AU,1
The Golden Lotus: Love and Desire,48.0,104000000.0,665830147.0,561830147.0,Drama,Chinese,0,HK,3
Devil Hunter,43.0,87600000.0,817860943.8,730260943.8,Horror,"Spanish, Castilian",0,ES,3
